2018-12-13 10:52:04 INFO  ReactiveForwardingKafka:264 - 1544716324766
2018-12-13 10:52:04 INFO  ReactiveForwardingKafka:264 - 1544716324770
2018-12-13 10:52:04 INFO  ReactiveForwardingKafka:264 - 1544716324771
2018-12-13 10:52:04 INFO  ReactiveForwardingKafka:264 - 1544716324790
2018-12-13 10:52:04 INFO  ReactiveForwardingKafka:264 - 1544716324791
2018-12-13 10:52:05 INFO  ReactiveForwardingKafka:264 - 1544716325464
2018-12-13 10:52:06 INFO  ReactiveForwardingKafka:264 - 1544716326464
2018-12-13 10:52:07 INFO  ReactiveForwardingKafka:264 - 1544716327464
2018-12-13 10:52:08 INFO  ReactiveForwardingKafka:264 - 1544716328464
2018-12-13 10:52:09 INFO  ReactiveForwardingKafka:264 - 1544716329464
2018-12-13 10:52:22 INFO  ReactiveForwardingKafka:264 - 1544716342169
2018-12-13 10:52:23 INFO  ReactiveForwardingKafka:264 - 1544716343178
2018-12-13 10:52:24 INFO  ReactiveForwardingKafka:264 - 1544716344189
2018-12-13 10:52:25 INFO  ReactiveForwardingKafka:264 - 1544716345194
2018-12-13 10:52:26 INFO  ReactiveForwardingKafka:264 - 1544716346202
2018-12-13 10:52:27 INFO  ReactiveForwardingKafka:264 - 1544716347213
2018-12-13 10:52:28 INFO  ReactiveForwardingKafka:264 - 1544716348218
2018-12-13 10:52:29 INFO  ReactiveForwardingKafka:264 - 1544716349226
2018-12-13 10:52:30 INFO  ReactiveForwardingKafka:264 - 1544716350234
2018-12-13 10:52:31 INFO  ReactiveForwardingKafka:264 - 1544716351242
2018-12-13 10:52:50 INFO  ReactiveForwardingKafka:264 - 1544716370386
2018-12-13 10:52:51 INFO  ReactiveForwardingKafka:264 - 1544716371394
2018-12-13 10:52:52 INFO  ReactiveForwardingKafka:264 - 1544716372402
2018-12-13 10:52:53 INFO  ReactiveForwardingKafka:264 - 1544716373412
2018-12-13 10:52:54 INFO  ReactiveForwardingKafka:264 - 1544716374418
2018-12-13 10:52:55 INFO  ReactiveForwardingKafka:264 - 1544716375426
2018-12-13 10:52:56 INFO  ReactiveForwardingKafka:264 - 1544716376434
2018-12-13 10:52:57 INFO  ReactiveForwardingKafka:264 - 1544716377442
2018-12-13 10:53:26 INFO  ReactiveForwardingKafka:264 - 1544716406712
2018-12-13 10:53:27 INFO  ReactiveForwardingKafka:264 - 1544716407715
2018-12-13 10:53:28 INFO  ReactiveForwardingKafka:264 - 1544716408713
2018-12-13 10:53:29 INFO  ReactiveForwardingKafka:264 - 1544716409712
2018-12-13 10:53:30 INFO  ReactiveForwardingKafka:264 - 1544716410716
2018-12-13 10:53:31 INFO  ReactiveForwardingKafka:264 - 1544716411712
2018-12-13 10:53:32 INFO  ReactiveForwardingKafka:264 - 1544716412713
2018-12-13 10:53:33 INFO  ReactiveForwardingKafka:264 - 1544716413712
2018-12-13 10:53:34 INFO  ReactiveForwardingKafka:264 - 1544716414711
2018-12-13 10:53:35 INFO  ReactiveForwardingKafka:264 - 1544716415712
2018-12-13 10:53:36 INFO  ReactiveForwardingKafka:264 - 1544716416712
2018-12-13 10:53:37 INFO  ReactiveForwardingKafka:264 - 1544716417712
2018-12-13 10:53:38 INFO  ReactiveForwardingKafka:264 - 1544716418714
2018-12-13 10:53:39 INFO  ReactiveForwardingKafka:264 - 1544716419713
2018-12-13 10:53:40 INFO  ReactiveForwardingKafka:264 - 1544716420712
2018-12-13 10:53:41 INFO  ReactiveForwardingKafka:264 - 1544716421712
2018-12-13 10:53:42 INFO  ReactiveForwardingKafka:264 - 1544716422714
2018-12-13 10:53:43 INFO  ReactiveForwardingKafka:264 - 1544716423711
2018-12-13 10:53:44 INFO  ReactiveForwardingKafka:264 - 1544716424712
2018-12-13 10:53:45 INFO  ReactiveForwardingKafka:264 - 1544716425713
2018-12-13 10:53:46 INFO  ReactiveForwardingKafka:264 - 1544716426711
2018-12-13 10:53:47 INFO  ReactiveForwardingKafka:264 - 1544716427713
2018-12-13 10:53:48 INFO  ReactiveForwardingKafka:264 - 1544716428715
2018-12-13 10:53:49 INFO  ReactiveForwardingKafka:264 - 1544716429713
2018-12-13 10:53:50 INFO  ReactiveForwardingKafka:264 - 1544716430711
2018-12-13 10:53:51 INFO  ReactiveForwardingKafka:264 - 1544716431712
2018-12-13 10:53:52 INFO  ReactiveForwardingKafka:264 - 1544716432711
2018-12-13 10:53:53 INFO  ReactiveForwardingKafka:264 - 1544716433712
2018-12-13 10:57:05 INFO  ReactiveForwardingKafka:264 - 1544716625650
2018-12-13 10:57:05 INFO  ReactiveForwardingKafka:264 - 1544716625682
2018-12-13 10:57:05 INFO  ReactiveForwardingKafka:264 - 1544716625685
2018-12-13 10:57:05 INFO  ReactiveForwardingKafka:264 - 1544716625696
2018-12-13 10:57:05 INFO  ReactiveForwardingKafka:264 - 1544716625698
2018-12-13 10:57:05 INFO  ReactiveForwardingKafka:264 - 1544716625700
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626073
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626076
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626077
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626080
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626099
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626101
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626102
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626111
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626114
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626116
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626120
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626122
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626126
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626128
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626130
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626131
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626133
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626138
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626139
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626141
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626143
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626145
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626148
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626150
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626153
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626154
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626155
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626157
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626166
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626167
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626167
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626168
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626170
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626171
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626180
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626181
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626182
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626183
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626184
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626190
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626191
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626193
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626196
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626199
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626201
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626204
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626207
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626215
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626217
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626221
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626226
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626227
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626233
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626234
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626535
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626541
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626549
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626555
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626563
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626568
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626575
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626582
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626588
2018-12-13 10:57:06 INFO  ReactiveForwardingKafka:264 - 1544716626596
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627535
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627542
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627549
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627555
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627561
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627567
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627573
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627579
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627585
2018-12-13 10:57:07 INFO  ReactiveForwardingKafka:264 - 1544716627590
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628542
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628548
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628553
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628559
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628564
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628569
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628574
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628580
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628589
2018-12-13 10:57:08 INFO  ReactiveForwardingKafka:264 - 1544716628598
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629539
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629554
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629560
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629566
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629574
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629581
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629588
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629595
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629600
2018-12-13 10:57:09 INFO  ReactiveForwardingKafka:264 - 1544716629605
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630540
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630546
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630551
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630557
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630562
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630567
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630572
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630577
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630582
2018-12-13 10:57:10 INFO  ReactiveForwardingKafka:264 - 1544716630587
2018-12-13 10:57:11 INFO  ReactiveForwardingKafka:264 - 1544716631541
2018-12-13 10:57:11 INFO  ReactiveForwardingKafka:264 - 1544716631548
2018-12-13 10:57:11 INFO  ReactiveForwardingKafka:264 - 1544716631557
